,LSAT,UGPA,ZFYA,race,sex,score,label
551,35.0,2.9,0.09,1,1,0.90224284,1.0
552,32.0,3.8,-0.39,1,1,0.95078975,1.0
553,32.0,2.9,0.68,1,1,0.98056215,1.0
554,40.0,3.3,0.34,1,0,0.9717406,1.0
555,31.0,3.9,0.14,1,1,0.9641401,1.0
556,35.0,3.6,-0.33,1,0,0.74973446,1.0
557,32.0,3.1,-0.9,1,1,0.7143915,1.0
558,29.0,2.5,-0.25,0,1,0.6905791,0.0
559,35.0,2.8,-1.24,1,0,0.55398446,0.0
560,40.0,3.4,1.86,1,1,0.9994992,1.0
561,34.0,3.3,1.75,0,1,0.9979412,1.0
562,27.0,3.5,-0.93,0,0,0.8804012,1.0
563,30.0,3.3,0.29,0,1,0.9617496,1.0
564,31.0,2.2,0.21,0,0,0.34273207,0.0
565,23.3,2.7,-1.56,0,1,0.31029126,0.0
567,29.0,3.2,1.12,0,1,0.98592687,1.0
568,33.0,2.3,0.16,0,1,0.830866,1.0
570,39.0,3.2,1.03,0,1,0.9929357,1.0
571,32.5,2.6,1.94,0,1,0.8992586,1.0
572,32.0,2.9,-0.57,0,0,0.68649787,0.0
573,31.0,3.1,0.62,0,0,0.9414409,1.0
574,37.0,3.0,-0.04,1,0,0.9334031,1.0
575,30.5,3.0,0.77,1,1,0.93978685,1.0
576,27.0,2.8,-1.06,0,1,0.5613171,0.0
577,36.0,2.6,0.41,0,0,0.9726458,1.0
578,29.0,2.1,-0.56,0,0,0.5266253,1.0
579,36.0,3.3,0.55,1,1,0.9819888,1.0
581,32.5,2.1,0.76,0,1,0.9390423,1.0
582,23.5,3.6,0.69,1,0,0.96842366,1.0
583,31.0,2.9,-0.9,0,1,0.6744672,0.0
584,31.0,3.1,-0.62,0,1,0.8975533,1.0
585,30.0,2.7,1.14,0,0,0.9641154,1.0
586,31.0,2.9,-1.69,0,0,0.3544128,0.0
587,29.0,2.7,-1.03,0,0,0.586569,0.0
588,28.0,2.8,-0.09,0,0,0.7420846,1.0
589,40.0,1.7,0.52,1,0,0.99648654,1.0
592,34.0,3.3,-1.24,0,1,0.7684124,1.0
593,30.0,3.4,0.71,0,0,0.94485766,1.0
594,28.5,2.2,-0.31,0,1,0.55478793,0.0
595,36.0,2.2,-0.55,0,1,0.5574033,0.0
596,31.0,2.8,0.02,0,0,0.8201798,1.0
597,31.0,2.2,-0.48,0,1,0.38921592,0.0
598,35.0,2.3,1.69,1,0,0.96430045,1.0
599,35.0,3.2,0.78,0,1,0.9733479,1.0
600,34.0,3.2,0.97,0,1,0.9572405,1.0
602,32.0,3.4,0.1,0,1,0.92024994,1.0
603,37.0,2.7,-0.64,1,1,0.79749566,1.0
604,34.5,1.9,-0.93,1,0,0.43175066,1.0
605,36.0,2.7,0.78,1,0,0.92688537,1.0
606,26.0,3.6,0.03,0,1,0.7654784,0.0
607,34.0,3.1,-0.35,0,1,0.8862725,1.0
608,28.0,3.9,0.6,1,0,0.85113543,1.0
609,26.0,2.9,-0.14,0,1,0.7522444,1.0
610,26.5,2.8,-2.14,0,1,0.14184912,0.0
611,37.0,1.9,-0.96,0,0,0.19434837,0.0
612,32.0,2.1,-0.62,0,1,0.89989567,1.0
613,20.0,2.7,-0.93,0,1,0.33005884,0.0
614,31.5,2.4,-0.06,1,0,0.65096486,0.0
615,33.0,3.7,-0.55,0,1,0.9408517,1.0
616,35.0,2.7,-0.28,1,1,0.8153747,1.0
617,31.5,2.0,-0.68,0,0,0.87612593,1.0
618,23.3,3.5,0.21,0,0,0.8252025,1.0
619,29.0,2.7,-0.04,0,1,0.8936718,1.0
620,32.0,2.2,-0.91,0,0,0.43177164,0.0
621,39.0,2.5,1.4,1,0,0.9970697,1.0
622,33.0,2.2,-1.41,0,1,0.7080367,1.0
623,33.0,3.0,-0.72,1,1,0.49399436,0.0
625,29.5,2.4,-0.17,0,1,0.7764479,1.0
626,30.0,2.6,0.89,0,1,0.6633377,0.0
627,28.0,2.7,-0.02,0,1,0.835237,1.0
628,29.0,2.6,-1.18,0,0,0.4236589,0.0
629,30.3,2.5,-0.43,1,1,0.70950174,1.0
630,32.0,2.6,-0.8,0,0,0.67187,1.0
631,26.0,3.1,-0.05,0,0,0.46823713,0.0
632,32.0,3.0,1.22,0,0,0.99250025,1.0
633,32.0,3.4,-1.68,0,1,0.45967364,0.0
634,39.0,2.2,1.72,0,1,0.9957463,1.0
635,29.0,2.6,-1.36,0,1,0.6515013,1.0
636,30.0,3.6,-0.02,0,1,0.9785614,1.0
637,36.5,2.9,1.59,0,1,0.9961971,1.0
638,24.0,2.7,0.57,0,1,0.8502329,1.0
639,32.0,3.5,0.59,0,0,0.9679403,1.0
640,35.0,2.3,0.46,0,1,0.8910945,1.0
641,39.0,3.4,1.61,0,1,0.9998252,1.0
643,32.0,3.0,0.46,0,1,0.9066973,1.0
644,34.0,2.9,-0.36,0,1,0.85290605,1.0
645,28.0,3.0,1.09,0,1,0.11121071,0.0
646,35.0,2.7,-0.21,0,1,0.80700004,1.0
648,32.0,3.0,0.88,1,1,0.9681388,1.0
649,30.0,3.3,1.39,0,0,0.9963308,1.0
650,28.0,3.1,2.23,0,1,0.8694472,1.0
651,23.5,3.6,-0.52,0,1,0.24286789,0.0
652,39.0,2.9,2.6,0,0,0.99965847,1.0
653,40.0,3.6,0.24,1,0,0.9874182,1.0
654,32.0,2.6,1.44,0,0,0.9770099,1.0
655,35.0,2.8,2.36,1,1,0.97874784,1.0
656,30.0,2.5,0.18,0,1,0.849437,1.0
657,33.0,2.9,0.44,0,1,0.86618865,1.0
658,23.0,3.5,0.8,0,0,0.94744086,1.0
659,29.0,2.6,-0.61,0,0,0.8345414,1.0
660,32.0,2.7,-1.04,0,1,0.6381014,1.0
661,35.0,3.0,0.05,1,1,0.7164101,0.0
662,27.5,2.4,-0.45,0,0,0.81436,1.0
663,41.0,2.1,0.71,0,0,0.9962006,1.0
664,30.0,2.5,-0.69,0,0,0.648282,1.0
665,29.0,2.4,0.49,0,1,0.90060174,1.0
666,34.0,3.1,1.52,0,0,0.9838928,1.0
667,32.0,3.2,1.14,0,1,0.96366626,1.0
668,26.0,3.0,1.49,0,1,0.9825348,1.0
669,30.0,3.4,-2.6,0,1,0.1662635,0.0
670,40.0,3.7,-0.39,1,0,0.9754936,1.0
671,46.0,4.0,1.12,1,1,0.98468715,1.0
672,44.5,3.6,0.57,1,0,0.9957826,1.0
673,33.0,3.3,-0.82,0,0,0.8134699,1.0
674,47.0,3.7,1.22,1,0,0.9994954,1.0
675,35.5,3.6,-0.75,0,0,0.9224005,1.0
676,45.0,3.1,-0.82,1,0,0.885804,1.0
677,41.0,3.2,-1.21,1,0,0.9265326,1.0
678,42.0,4.0,0.37,1,1,0.9988537,1.0
679,46.0,3.7,1.55,1,1,0.9992207,1.0
680,46.0,2.6,1.22,1,1,0.9955497,1.0
681,45.0,3.4,-1.27,1,0,0.86746716,1.0
682,45.0,3.6,1.59,1,0,0.9938141,1.0
683,48.0,3.6,0.93,1,1,0.9996075,1.0
684,41.0,3.7,0.19,1,1,0.99204457,1.0
685,41.0,3.6,-0.46,1,1,0.94177276,1.0
686,45.0,3.6,1.83,1,1,0.99941945,1.0
687,46.0,3.6,0.87,1,0,0.9960492,1.0
688,45.0,3.8,-1.31,1,0,0.8389305,0.0
689,45.0,3.4,-2.96,1,0,0.97527677,1.0
690,43.0,3.8,-0.33,1,1,0.9891348,1.0
692,43.0,3.5,-0.53,1,1,0.96817195,1.0
693,41.0,3.5,-0.65,1,0,0.9557957,1.0
694,44.0,3.2,2.33,1,0,0.99482024,1.0
695,34.0,3.2,-1.48,0,0,0.5844134,0.0
696,47.0,3.5,0.62,1,0,0.999445,1.0
698,39.0,3.9,0.23,1,1,0.98556834,1.0
699,45.0,3.7,-1.47,1,1,0.8119145,0.0
700,34.0,3.6,0.98,1,0,0.99825674,1.0
701,45.0,3.5,-1.14,1,0,0.8990217,1.0
702,39.0,3.8,-0.27,1,0,0.9255933,1.0
703,42.0,3.6,-0.54,1,0,0.9578987,1.0
704,39.5,3.6,-0.09,1,1,0.9802408,1.0
706,28.0,3.1,-1.24,0,1,0.582655,1.0
707,42.0,3.1,-0.57,1,0,0.92664117,1.0
708,29.0,2.6,-1.1,0,1,0.51043445,0.0
709,42.0,3.6,-0.33,1,0,0.96031135,1.0
710,44.0,3.6,-0.55,1,1,0.9957509,1.0
711,42.0,3.8,0.28,1,0,0.98984665,1.0
712,40.0,3.3,-0.78,1,1,0.9385774,1.0
713,42.0,3.6,0.27,1,1,0.9970132,1.0
714,34.0,3.7,-1.87,0,1,0.8480537,1.0
715,44.0,3.6,0.1,1,1,0.9948237,1.0
716,24.0,3.9,-1.21,0,1,0.6766314,1.0
717,38.0,3.4,-2.64,0,0,0.94163954,1.0
718,36.0,3.5,-0.91,0,1,0.8803252,1.0
719,46.0,3.6,1.5,1,1,0.998601,1.0
720,42.0,3.0,-0.76,1,0,0.8445199,1.0
723,37.0,3.6,0.32,1,0,0.987438,1.0
724,37.0,3.7,-0.19,1,0,0.9311653,1.0
725,43.0,3.7,-0.85,1,0,0.80906427,1.0
726,44.0,3.2,-1.08,1,0,0.9108543,1.0
727,45.0,2.9,0.52,1,0,0.99881786,1.0
728,41.0,3.2,0.13,1,1,0.93706053,1.0
729,39.0,3.7,0.38,1,0,0.9891782,1.0
730,41.0,3.9,0.61,1,0,0.9957333,1.0
733,44.0,3.9,0.54,1,0,0.9979657,1.0
734,45.0,3.2,-0.15,1,0,0.96106744,1.0
735,39.5,3.7,-0.72,1,1,0.9570123,1.0
736,42.5,3.7,0.07,1,0,0.9864283,1.0
737,42.0,3.6,-0.16,1,0,0.90785336,1.0
738,39.0,3.4,0.1,1,1,0.9361404,1.0
739,44.0,3.2,0.99,1,1,0.9929311,1.0
740,43.0,3.7,0.77,1,0,0.995572,1.0
741,44.0,3.7,0.77,1,0,0.99597555,1.0
742,42.0,3.1,-0.22,1,0,0.95713407,1.0
743,42.0,3.7,-0.03,1,1,0.9975623,1.0
744,40.5,3.6,0.45,1,1,0.9941095,1.0
745,42.0,3.8,0.51,1,0,0.9925552,1.0
746,46.0,3.5,-0.31,1,1,0.9676079,1.0
747,42.0,3.5,0.2,1,0,0.9887243,1.0
748,44.0,3.8,1.08,1,1,0.99736893,1.0
749,46.0,3.3,1.72,1,0,0.99947125,1.0
750,46.0,3.4,1.5,1,1,0.9977609,1.0
751,46.0,3.5,0.51,1,0,0.9952656,1.0
752,41.0,3.8,-1.36,1,0,0.9330448,1.0
753,44.0,3.7,0.22,1,1,0.998425,1.0
754,41.0,3.3,-0.25,1,0,0.9770156,1.0
755,41.0,3.1,-1.3,1,1,0.90899515,1.0
756,48.0,3.4,1.44,1,1,0.99956876,1.0
759,48.0,3.7,2.42,1,1,0.9989348,1.0
760,35.0,3.5,-0.12,1,1,0.958269,1.0
761,43.0,3.6,0.93,1,0,0.9971609,1.0
762,40.0,3.9,-0.12,1,1,0.9509549,0.0
763,44.0,3.2,1.66,1,0,0.99947983,1.0
764,43.0,3.5,-0.6,1,0,0.932248,1.0
765,44.0,3.4,1.53,1,1,0.9873117,1.0
767,41.0,3.7,-1.84,1,0,0.6938307,0.0
768,41.0,3.4,0.54,1,1,0.99487716,1.0
769,38.0,3.6,0.26,1,1,0.9924582,1.0
770,42.0,3.6,1.34,1,0,0.98625135,1.0
771,46.0,3.5,0.0,1,0,0.9849771,1.0
773,37.7,3.4,0.25,1,0,0.95908254,1.0
774,40.0,3.8,0.48,1,0,0.9799473,1.0
775,40.0,3.7,-0.16,1,1,0.9610331,1.0
776,42.0,3.9,-0.63,1,0,0.96908677,1.0
778,41.0,3.4,0.41,1,0,0.9724949,1.0
779,42.0,3.3,-0.15,1,1,0.98301226,1.0
780,42.0,3.6,1.63,1,1,0.99968433,1.0
782,42.0,3.3,1.18,1,0,0.9819449,1.0
783,42.0,3.5,0.48,1,1,0.99710673,1.0
784,41.0,3.7,0.04,1,1,0.9907967,1.0
785,46.0,3.1,1.98,1,0,0.9990879,1.0
787,32.5,3.1,-2.06,1,0,0.39271024,0.0
788,40.0,3.7,-0.25,1,0,0.9385061,1.0
791,38.5,3.6,0.74,1,1,0.99497813,1.0
793,39.0,3.5,1.4,1,0,0.9996933,1.0
794,44.0,3.1,0.93,1,0,0.9979931,1.0
795,41.0,3.4,-0.6,1,0,0.943539,1.0
796,43.0,3.4,-0.6,1,1,0.956395,1.0
797,41.0,3.6,-1.71,1,1,0.8603906,1.0
798,44.0,3.3,0.01,1,0,0.9840502,1.0
799,45.0,3.6,0.9,1,0,0.9961809,1.0
800,41.0,3.6,-0.22,1,0,0.98135066,1.0
801,41.0,3.0,1.34,1,0,0.9951534,1.0
803,40.0,3.8,0.55,1,1,0.98485535,1.0
804,47.0,3.5,-0.6,1,0,0.95891076,1.0
805,36.0,2.8,-1.07,1,0,0.7313765,1.0
806,32.0,3.3,-0.4,1,0,0.8281532,1.0
807,39.0,2.8,-0.49,1,0,0.9159009,1.0
808,29.5,3.4,0.92,1,0,0.9612748,1.0
810,35.0,3.6,1.78,1,1,0.9992398,1.0
811,29.0,3.3,0.58,1,0,0.96010154,1.0
812,39.0,2.4,-0.47,1,1,0.8863227,1.0
813,31.0,3.4,0.46,1,0,0.9625297,1.0
814,39.0,3.7,1.74,1,1,0.9999422,1.0
815,32.0,3.4,-1.21,1,1,0.60923225,1.0
816,37.0,2.9,-0.66,1,0,0.85890657,1.0
817,30.0,3.4,-1.07,1,0,0.7466609,1.0
818,38.0,2.7,-1.07,1,0,0.68610525,1.0
819,35.0,3.6,-0.24,1,1,0.94757676,1.0
820,34.5,2.5,0.74,1,0,0.95503986,1.0
821,38.0,2.5,-0.91,1,0,0.7571187,1.0
822,17.5,3.6,-1.54,0,0,0.6706013,1.0
823,37.0,3.0,0.51,1,0,0.9672368,1.0
824,43.0,4.0,1.51,1,1,0.9946983,1.0
825,36.0,3.1,0.51,1,0,0.96807724,1.0
826,36.0,2.3,-0.21,1,0,0.77700067,1.0
827,41.0,2.5,1.34,1,0,0.98261285,1.0
828,26.0,2.6,0.2,1,0,0.8532084,1.0
829,39.0,2.8,-0.05,1,0,0.90489465,1.0
831,37.0,2.6,-1.24,1,0,0.65534544,1.0
832,36.0,2.6,1.6,1,0,0.99376607,1.0
833,39.0,3.2,-1.19,1,0,0.9061756,1.0
834,37.0,3.3,0.78,1,0,0.97340775,1.0
835,39.0,2.7,-1.03,1,0,0.7292515,1.0
836,33.5,3.4,-0.54,1,1,0.86815387,1.0
837,36.0,3.2,1.11,1,0,0.9903403,1.0
838,40.0,3.8,1.71,1,1,0.9999243,1.0
839,40.0,3.8,1.11,1,1,0.99929094,1.0
840,28.0,3.3,-0.4,1,0,0.7985091,0.0
841,37.0,2.4,0.34,1,1,0.9740259,1.0
842,35.0,3.1,-0.49,1,0,0.85640496,0.0
843,35.5,2.1,0.06,1,1,0.9004645,1.0
844,38.0,3.3,-0.73,1,0,0.9488083,1.0
845,36.0,3.2,-0.47,1,0,0.89241165,1.0
846,28.0,3.3,-0.91,1,0,0.6801541,1.0
847,36.0,2.9,-0.91,1,1,0.7993066,1.0
848,37.0,2.6,-0.75,1,1,0.88829845,1.0
849,36.0,2.6,-0.52,1,1,0.81554836,0.0
850,34.5,3.3,-0.82,1,1,0.7805651,1.0
851,36.0,3.0,-0.33,1,0,0.90899324,1.0
852,35.0,3.7,-0.49,1,1,0.97341734,1.0
853,38.0,3.3,0.18,1,0,0.9848259,1.0
854,34.5,2.7,0.39,1,0,0.96053106,1.0
855,38.0,3.0,-0.08,1,0,0.9345316,1.0
856,37.0,4.0,1.88,1,1,0.9998385,1.0
857,36.0,2.9,-0.63,1,0,0.8892453,1.0
858,39.0,3.7,0.78,1,1,0.9965348,1.0
859,41.0,3.6,1.41,1,1,0.9994764,1.0
860,37.0,2.6,0.06,1,0,0.94021136,1.0
861,42.0,2.6,0.53,1,0,0.9967019,1.0
862,36.0,2.7,-0.17,1,0,0.87691194,1.0
863,39.0,3.5,0.46,1,0,0.99141216,1.0
864,35.0,3.4,0.99,1,1,0.97648835,1.0
865,31.0,3.8,0.53,1,0,0.9082045,1.0
866,33.5,3.5,0.5,1,1,0.96334636,1.0
867,43.0,2.7,-0.13,1,0,0.97415644,1.0
868,23.0,3.0,-0.92,1,1,0.6815842,1.0
869,38.0,3.3,0.43,1,0,0.98777986,1.0
871,41.0,2.7,-1.32,1,0,0.52117825,0.0
873,29.5,3.5,-0.03,1,0,0.97618586,1.0
875,33.0,3.5,-1.15,1,0,0.7633779,1.0
876,28.5,3.0,-1.35,0,0,0.49633563,0.0
877,40.0,3.0,0.56,1,0,0.99059874,1.0
878,39.0,3.0,-0.53,1,1,0.902519,1.0
879,41.0,2.9,0.37,1,0,0.9746524,1.0
881,29.0,2.6,-0.86,0,0,0.72513765,1.0
882,33.0,3.5,0.0,1,1,0.91923875,1.0
883,31.0,2.4,-0.72,1,0,0.61886424,0.0
884,37.0,3.3,0.96,1,0,0.98097974,1.0
885,33.0,3.4,-0.56,1,0,0.8001691,1.0
886,34.0,3.6,0.13,1,0,0.96639556,1.0
887,38.0,2.8,1.32,1,0,0.831025,1.0
888,34.0,3.7,0.6,1,0,0.9420418,0.0
889,39.0,3.2,0.56,1,0,0.98861116,1.0
890,34.0,3.4,-0.86,1,1,0.7898924,0.0
891,37.0,2.9,0.92,1,1,0.93935215,1.0
894,43.0,3.7,2.11,1,0,0.9986866,1.0
895,36.0,3.1,0.46,1,1,0.98174244,1.0
896,35.0,3.6,0.33,1,1,0.9815137,1.0
897,41.0,3.3,-0.13,1,1,0.9864249,1.0
898,38.0,3.3,1.32,1,0,0.92675865,1.0
899,36.0,3.8,-0.06,1,1,0.98157823,1.0
903,37.0,3.0,0.4,1,0,0.97723037,1.0
904,42.0,3.2,-0.46,1,0,0.8735149,1.0
905,39.0,2.8,1.42,1,1,0.9989518,1.0
906,37.0,3.3,0.6,1,0,0.92509246,0.0
907,37.0,2.6,1.69,1,0,0.9964116,1.0
908,34.0,3.4,0.79,1,1,0.98693186,1.0
909,37.0,3.5,1.95,1,0,0.9998677,1.0
910,36.0,3.4,0.07,1,0,0.95985276,1.0
911,38.0,3.6,0.4,1,0,0.99307305,1.0
913,38.5,3.3,1.35,1,0,0.9980198,1.0
914,20.5,2.2,-2.09,0,0,0.5927467,1.0
916,35.0,3.5,0.07,1,1,0.9257025,1.0
917,30.0,2.8,0.2,1,1,0.9035267,1.0
918,41.0,2.8,0.56,1,0,0.9839369,1.0
919,38.0,3.1,0.3,1,1,0.9862146,1.0
920,32.0,3.3,-1.19,0,1,0.6212934,0.0
921,38.5,3.5,0.69,1,0,0.99389124,1.0
922,36.0,3.5,-0.16,1,0,0.90615845,0.0
923,38.0,3.2,0.79,0,1,0.9694304,1.0
924,34.0,2.6,1.05,1,0,0.99540186,1.0
925,34.0,3.5,-0.66,1,0,0.8681165,1.0
927,40.0,3.1,1.19,1,0,0.9931491,1.0
928,44.0,3.1,-0.43,1,0,0.97087145,1.0
929,33.0,2.8,-1.32,1,0,0.75129694,1.0
930,36.0,3.1,1.62,1,0,0.99943227,1.0
931,37.0,3.6,1.62,1,1,0.99988246,1.0
932,36.0,3.5,-1.81,1,0,0.71787035,1.0
933,33.0,3.1,0.07,1,1,0.9100609,1.0
935,38.0,2.9,0.99,1,0,0.98350865,1.0
936,36.0,3.1,-0.49,1,1,0.9359932,1.0
938,30.0,3.6,-0.16,1,1,0.9300677,1.0
939,35.0,2.8,0.15,1,1,0.9190034,1.0
940,38.0,3.6,0.55,1,0,0.99579287,1.0
941,38.0,3.1,0.25,1,1,0.9876588,1.0
942,43.0,3.0,0.83,1,0,0.99765885,1.0
943,41.0,3.4,-0.74,1,0,0.88089705,1.0
944,36.0,3.2,-0.7,1,0,0.90948033,1.0
945,35.0,3.2,0.29,1,1,0.96617824,1.0
947,41.0,3.0,1.22,1,1,0.9946925,1.0
948,36.0,3.2,-1.63,1,1,0.60006905,1.0
949,40.0,3.3,1.27,1,0,0.974357,1.0
951,35.0,3.6,1.33,1,1,0.99570847,1.0
952,39.0,3.6,-0.49,1,0,0.9680495,1.0
953,38.0,3.2,0.45,1,0,0.98322713,1.0
954,36.0,3.4,0.97,1,0,0.98110366,1.0
955,38.0,3.1,-0.94,1,0,0.9225822,1.0
956,40.0,3.5,0.54,1,0,0.9969637,1.0
957,35.0,3.0,-1.59,1,1,0.7736211,1.0
958,38.0,2.8,-1.45,1,0,0.5679788,1.0
959,40.0,3.2,0.08,1,1,0.94840336,1.0
960,35.0,3.9,1.47,1,0,0.99963725,1.0
961,36.0,3.5,-0.98,1,1,0.8145679,1.0
962,35.0,3.7,-0.79,1,0,0.81429845,0.0
963,44.0,2.8,-0.07,1,0,0.96764773,1.0
964,40.0,2.8,0.41,1,0,0.8782913,1.0
965,41.0,3.2,1.04,1,0,0.9970862,1.0
966,37.0,3.4,0.19,1,1,0.9700116,1.0
967,36.0,3.2,-0.05,1,0,0.92373455,1.0
968,37.0,3.2,-0.23,1,1,0.90769476,1.0
969,43.0,3.7,0.88,1,1,0.9993389,1.0
970,36.0,3.7,-0.13,1,1,0.97869486,1.0
971,37.0,3.8,-0.88,1,1,0.786264,0.0
972,37.0,3.6,1.49,1,0,0.99927455,1.0
973,37.0,3.3,-0.6,1,1,0.91646445,1.0
974,38.0,3.3,-0.46,1,0,0.9577216,1.0
975,37.0,3.3,-1.24,1,1,0.7837756,1.0
976,38.0,3.6,1.36,1,1,0.9986197,1.0
977,36.0,3.2,0.26,1,0,0.99080527,1.0
978,37.0,3.4,0.16,1,0,0.95109665,1.0
979,39.0,2.8,1.04,1,0,0.9944047,1.0
980,38.0,3.1,0.51,1,1,0.9473973,1.0
982,36.0,3.6,0.94,1,0,0.99568707,1.0
983,40.0,2.9,1.36,1,0,0.9982951,1.0
984,39.0,3.5,1.61,1,0,0.9998542,1.0
985,41.0,3.0,1.66,1,0,0.99959713,1.0
986,35.0,3.2,-0.17,1,0,0.8693375,1.0
987,38.0,3.5,0.58,1,0,0.9636336,1.0
988,35.5,3.3,-0.28,1,1,0.92338413,1.0
989,38.0,3.2,0.08,1,0,0.9712228,1.0
990,39.0,3.2,-0.52,1,1,0.94256234,1.0
991,36.0,3.1,-0.85,1,0,0.87659276,1.0
992,36.0,3.6,1.58,1,1,0.9991191,1.0
993,38.0,3.5,0.17,1,1,0.9748634,1.0
994,38.0,2.9,0.65,1,0,0.97709346,1.0
995,37.0,3.2,0.65,1,1,0.986938,1.0
997,36.0,3.7,-0.24,1,0,0.9225678,1.0
998,39.0,3.5,1.2,1,0,0.99722457,1.0
999,36.0,3.2,-1.56,1,0,0.7738567,1.0
1000,35.0,3.7,0.58,1,1,0.9800427,1.0
1001,38.0,3.1,-0.1,1,0,0.9571987,1.0
1002,34.0,3.4,0.37,1,1,0.92758405,1.0
1003,36.0,3.5,-1.07,1,1,0.9031622,1.0
1004,35.0,3.7,0.72,1,1,0.91195756,1.0
1005,34.0,3.5,0.05,1,0,0.94596726,1.0
1006,37.0,3.4,-0.1,1,1,0.9613531,1.0
1007,38.0,3.4,1.88,1,1,0.9991879,1.0
1008,37.0,3.0,0.51,1,1,0.9630175,0.0
1009,42.0,3.2,1.43,1,1,0.99893063,1.0
1010,35.0,3.5,0.97,1,0,0.99532133,1.0
1011,37.0,3.1,1.33,1,1,0.9630715,1.0
1012,35.0,3.9,2.08,1,1,0.9980932,1.0
1013,34.0,3.7,-0.85,1,0,0.82737404,1.0
1014,36.0,4.0,-0.6,1,1,0.8960358,1.0
1015,42.0,3.0,-0.59,1,1,0.82987654,1.0
1017,41.0,2.9,-0.2,1,0,0.9770469,1.0
1018,36.0,3.2,-0.33,1,1,0.88508964,1.0
1019,39.0,3.2,0.05,1,0,0.86080927,1.0
1020,35.0,3.5,0.12,1,0,0.9500388,1.0
1021,39.0,3.4,0.19,1,1,0.9634571,1.0
1022,36.0,3.5,-0.24,1,0,0.90562797,1.0
1024,39.0,3.5,1.11,1,1,0.9984067,1.0
1025,35.0,3.3,-0.52,1,1,0.8949306,1.0
1026,36.0,3.3,0.72,1,0,0.96242833,1.0
1027,35.0,3.5,0.19,1,0,0.9414702,1.0
1028,35.5,3.7,1.03,1,0,0.9992951,1.0
1029,33.5,3.7,-1.07,1,1,0.8634521,1.0
1030,34.5,3.2,0.62,1,0,0.9746088,1.0
1031,35.0,2.9,-1.24,1,1,0.6125889,1.0
1032,36.0,3.6,2.1,1,1,0.9986564,1.0
1033,37.0,3.0,-0.29,1,0,0.9223856,1.0
1034,41.0,2.8,0.2,1,0,0.96578616,1.0
1035,36.0,3.4,0.22,1,0,0.9792756,1.0
1036,38.0,2.5,0.24,1,0,0.89669955,1.0
1038,37.0,2.7,-1.4,1,1,0.6853101,0.0
1039,34.0,3.8,0.8,1,0,0.99761355,1.0
1040,37.0,3.2,-0.83,1,1,0.8926469,1.0
1041,37.0,4.0,-0.13,1,1,0.97472954,1.0
1042,41.0,2.5,1.15,1,0,0.97910666,1.0
1044,34.5,3.3,-0.02,1,1,0.96173936,1.0
1045,40.0,3.3,0.51,1,1,0.9907527,1.0
1046,36.0,2.9,-1.38,1,1,0.6457759,0.0
1047,37.0,3.5,2.33,1,1,0.99971014,1.0
1048,42.0,2.6,0.49,1,0,0.9919003,1.0
1049,38.0,3.9,1.93,1,0,0.9999201,1.0
1050,36.0,3.2,-0.02,1,0,0.9610022,1.0
1051,36.0,3.4,0.04,1,0,0.9219826,1.0
1052,37.0,3.4,1.09,1,1,0.9932587,1.0
1053,36.0,2.9,-0.89,1,0,0.86185,1.0
1054,36.0,3.0,-1.4,1,0,0.67133784,0.0
1055,35.0,3.3,0.41,1,0,0.9127085,1.0
1056,32.0,3.6,-0.41,1,1,0.8883529,0.0
1057,35.0,3.2,-0.89,1,0,0.85876113,1.0
1058,36.0,3.0,-1.11,1,0,0.76500815,0.0
1060,36.0,2.8,1.03,1,1,0.97438264,1.0
1061,37.0,3.5,0.64,1,0,0.9955695,1.0
1062,34.0,3.5,0.51,1,0,0.9636799,1.0
1065,42.0,3.9,-0.56,1,1,0.98340684,1.0
1066,35.0,3.4,0.51,1,1,0.9512906,1.0
1067,39.0,3.4,2.24,1,1,0.9984328,1.0
1068,37.0,3.0,-0.35,1,0,0.9363006,1.0
1069,34.3,2.6,-0.58,1,0,0.66322935,0.0
1070,37.0,2.4,0.43,1,0,0.96363384,1.0
1071,43.0,3.4,0.57,1,0,0.9962289,1.0
1072,36.0,2.8,-0.35,1,0,0.91990334,1.0
1073,39.0,2.8,1.83,1,0,0.99761343,1.0
1074,38.0,3.7,0.95,1,1,0.99750584,1.0
1076,35.0,2.9,-0.02,1,1,0.8915986,1.0
1077,31.5,3.5,2.1,1,1,0.99910635,1.0
1078,34.0,3.5,0.84,1,1,0.9978516,1.0
1079,37.0,3.4,0.2,1,0,0.9741615,1.0
1080,35.0,3.1,0.33,1,0,0.9785905,1.0
1081,42.0,2.6,1.13,1,0,0.9934007,1.0
1082,37.0,3.5,0.74,1,1,0.9819603,1.0
1083,33.0,3.6,1.11,1,1,0.99703383,1.0
1084,35.0,3.5,1.48,1,0,0.99924576,1.0
1086,36.0,3.3,-0.76,1,1,0.8913345,1.0
1087,38.0,3.6,0.25,1,1,0.98989993,1.0
1088,30.0,3.6,-0.79,1,0,0.80333877,1.0
1089,36.0,3.7,0.91,1,0,0.99776137,1.0
1090,33.5,3.7,0.5,1,1,0.9562423,1.0
1091,36.0,3.6,0.84,1,1,0.9974291,1.0
1092,25.0,3.5,0.57,1,1,0.84718454,1.0
1093,40.0,2.9,-0.68,1,0,0.8986651,1.0
1094,36.0,3.7,-1.28,1,0,0.7678945,1.0
1096,34.0,3.2,-0.18,1,1,0.8126815,1.0
